id,container_id,port_name,city,state,unlocode,facility,latitude,longitude
2516,EISU8338376,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2524,EITU9240541,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2532,EGHU9345623,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2533,FCIU7063886,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2542,TGBU6934767,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2551,EITU1795332,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2561,EISU9403840,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2569,TRHU5109570,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2575,FSCU8139795,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2582,TGBU4030159,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2588,EITU9056771,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2593,EITU9141404,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2595,TEMU8914590,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2603,CAIU9790124,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2609,CAAU5420685,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2616,EITU1815995,"LOS ANGELES, CA (US)",Los Angeles,United States,,,34.0522342,34.0522342
2621,TCLU4909963,"LONG BEACH, CA,UNITED STATES",Long Beach,United States,,,33.766666666666666,33.766666666666666
2630,TCLU8422227,"LONG BEACH, CA,UNITED STATES",Long Beach,United States,,,33.766666666666666,33.766666666666666
2640,TCLU4621283,"LOS ANGELES, CA,UNITED STATES",Los Angeles,United States,,,34.0522342,34.0522342
2650,TCNU5898217,"LOS ANGELES, CA,UNITED STATES",Los Angeles,United States,,,34.0522342,34.0522342
2659,TCLU5795783,"LOS ANGELES, CA,UNITED STATES",Los Angeles,United States,,,34.0522342,34.0522342
2666,CSNU6672701,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2668,FFAU3458664,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2670,CCLU7971490,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2672,TLLU4486366,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2675,KKFU7974514,"NEW YORK, NY,UNITED STATES",New York,United States,,,40.7,40.7
2684,CBHU9580581,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2686,FFAU1456889,"LOS ANGELES, CA,UNITED STATES",Los Angeles,United States,,,34.0522342,34.0522342
