id,container_id,shipping_company,vizion_reference_id,vision_organization_id,bill_of_lading,latest_status,created_at,updated_at,finished_journey,uploaded
20,SLHU4500038,OOLU,ef0b6f5c-257b-43d7-a7da-00d4203efe53,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,OOLU2669839560,,2021-07-27 00:06:43.583665,2021-07-27 00:08:28.879154,f,f
33,GCXU2210170,ONEY,6b8ce57a-1f56-4626-b244-0187b608473e,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14330700,,2021-07-30 01:23:06.953274,2021-07-30 01:30:44.29767,t,t
39,TLLU4443549,ZIMU,9f928c94-a3da-4ddf-8868-adb77cea0494,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUHAI80034305,,2021-07-30 01:23:07.155373,2021-07-30 01:31:03.457596,t,t
42,TGHU9708791,ZIMU,19a46efb-76fe-4a23-9fdc-a37092260e79,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUNGB9704776,,2021-07-30 01:23:07.497668,2021-07-30 01:31:23.568253,t,t
43,ZCSU7106355,ZIMU,1112d7b5-b9c2-4731-b9de-7d22cee8d5e7,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUNGB9704776,,2021-07-30 01:23:07.506813,2021-07-30 01:31:26.80754,t,t
44,TGBU7240673,ZIMU,08d9912a-ee57-4c98-bf67-a70574a46922,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUNGB9704776,,2021-07-30 01:23:07.515966,2021-07-30 01:31:30.098961,t,t
45,ZCSU7381803,ZIMU,94fe5959-d0e6-416c-bcdc-75959ced1a46,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUNGB9704776,,2021-07-30 01:23:07.525138,2021-07-30 01:31:33.442994,t,t
207,TCNU4564914,ZIMU,854c6b65-1cf3-47b5-859a-fb5ea90efab1,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUHAI80031213,,2021-08-03 21:00:04.192346,2021-08-03 21:30:16.881763,t,t
13,INKU2382856,MEDU,45c29db9-946b-47f1-8223-e82d9df0f779,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUKA845230,,2021-07-27 00:06:43.518227,2021-07-27 00:08:04.936689,t,t
28,TCLU15296377,ONEY,7a948ca9-e965-47c5-b512-12feb47fffd5,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14230600,,2021-07-30 01:23:06.895388,2021-07-30 01:30:27.214494,f,f
38,TCNU1488934,HLCU,6167dbbe-0d22-4265-bd8a-46faceda01fd,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HLCUDA1210600332,,2021-07-30 01:23:07.134763,2021-08-03 21:58:06.039997,f,f
205,TCLU5458442,ONEY,0f5e9171-2610-4890-b6a2-06e5f445e1fa,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14471600,,2021-08-03 21:00:04.149067,2021-08-03 21:30:10.312201,f,f
52,BMOU4860933,EGLV,d0708f82-172c-4813-89ff-b1a0275dc0a5,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100245777,,2021-07-30 21:00:03.98229,2021-08-02 22:53:47.991434,f,f
311,DFSU7464650,COSU,85fa847c-b0e5-4e98-94c6-d322c91a7438,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6304334090,,2021-08-10 14:00:04.57436,2021-08-10 14:30:03.591716,t,t
212,UACU5342430,HLCU,e254f0ab-5d05-44f7-a359-5cca067e6a4a,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HLCUDA1210600365,,2021-08-03 21:00:04.484975,2021-08-03 21:30:33.240308,t,t
152,TLLU5507334,ONEY,5ea9e224-cb15-438a-9d8e-c83d165d8d12,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYPNHB19439900,,2021-07-30 21:00:05.251103,2021-07-30 21:35:58.828878,t,t
209,NYKU5238686,ONEY,03846288-fa18-4c5a-9d44-f52374358dd9,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14520800,,2021-08-03 21:00:04.3759,2021-08-03 21:30:23.488225,f,f
210,AXIU1365550,ONEY,c367136f-843f-4b4a-a2fd-92725e584b01,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14520800,,2021-08-03 21:00:04.385052,2021-08-03 21:30:26.759978,f,f
211,OOCU7821056,COSU,93bbdb3b-9c48-4377-b48d-88cf85553943,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306929170,,2021-08-03 21:00:04.476101,2021-08-03 21:30:30.005017,f,f
213,CAIU9428331,COSU,99ccd1db-31de-444e-a5d5-22e89004f3b2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306929170,,2021-08-03 21:00:04.555014,2021-08-03 21:30:36.550676,f,f
214,CSLU6182287,COSU,48795982-0061-4575-aa3c-6c982bde3abe,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306929170,,2021-08-03 21:00:04.563691,2021-08-03 21:30:39.78657,f,f
215,CBHU5816262,COSU,cb82cc84-bfe4-44bb-9efd-28b164d28efa,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306929170,,2021-08-03 21:00:04.572161,2021-08-03 21:30:43.044885,f,f
216,BEAU2044860,COSU,65fd9f70-5f20-4e6e-85a6-712455d79a35,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6305654100,,2021-08-03 21:00:04.593248,2021-08-03 21:30:46.290798,f,f
217,CCLU1918887,COSU,94a66a26-b165-4c1b-b3a9-36b6012a5748,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6305654100,,2021-08-03 21:00:04.601865,2021-08-03 21:30:49.789508,f,f
218,OOCU7443038,COSU,36e2da3d-6ab2-40ef-b7dd-65dac479b6e6,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6305654100,,2021-08-03 21:00:04.61018,2021-08-03 21:30:53.018608,f,f
219,NLLU4114635,OOLU,06788e12-71c7-492e-8444-91aae92b8502,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,OOLU2670294590,,2021-08-03 21:00:04.619404,2021-08-03 21:30:56.27686,f,f
220,OOLU1245915,COSU,dd977d34-272a-43cc-9db2-6edb884ff911,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306660160,,2021-08-03 21:00:04.781651,2021-08-03 21:58:09.621519,f,f
221,CCLU7975366,COSU,815bc69e-f4fd-482b-9f34-31324b2e6c49,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306660160,,2021-08-03 21:00:04.790722,2021-08-03 21:31:02.863814,f,f
222,DFSU7284047,COSU,3b54b10d-bdcd-42f9-8393-9af3587f133f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306660160,,2021-08-03 21:00:04.799435,2021-08-03 21:31:06.269802,f,f
223,CAIU8016495,MEDU,98ec2ac4-c644-4b59-b24a-eb82262eec98,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUKA893792,,2021-08-03 21:00:04.808117,2021-08-03 21:31:09.50914,f,f
224,TGCU5008699,MEDU,0de64fc2-7a76-42bd-9482-7d60eeb616f4,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUKA893792,,2021-08-03 21:00:04.816359,2021-08-03 21:31:12.736646,f,f
225,TRHU6250958,MEDU,a4fcb2d5-6f8b-4314-be79-7270e201ba60,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUKA893792,,2021-08-03 21:00:04.8245,2021-08-03 21:31:15.974256,f,f
226,CBHU6290980,COSU,5368f3a0-4d7f-43cf-a9a7-2bcb33beb7e3,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306523190,,2021-08-03 21:00:04.835188,2021-08-03 21:31:19.222183,f,f
227,CSNU1076762,COSU,006c24b6-b1b0-4124-80b3-7b73ac6a899f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6307465550,,2021-08-03 21:00:05.015929,2021-08-03 21:31:22.458638,f,f
228,TEMU0096163,COSU,25375616-e6a8-4b7c-a840-4d084159230b,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6307181380,,2021-08-03 21:00:05.029215,2021-08-03 21:31:25.774139,f,f
230,TRHU2656450,ONEY,6fb7b546-1502-4d3a-936a-7c02492df4d7,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB17153600,,2021-08-03 21:00:05.403289,2021-08-03 21:31:32.274483,f,f
161,CBHU8795754,COSU,ea5b78d0-64a5-4ced-8ff8-550b27c80237,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6884765030,,2021-07-30 21:00:05.420179,2021-07-30 21:36:29.671289,t,t
69,HMMU6084523,HDMU,c723eeed-33ae-4a23-9e92-63a97c6facf7,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM69770400,,2021-07-30 21:00:04.169185,2021-07-30 21:31:31.9952,f,f
70,TCNU5067609,HDMU,b32ae014-0403-4872-9333-b6b340909594,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM69770400,,2021-07-30 21:00:04.177634,2021-07-30 21:31:35.216826,f,f
72,KOCU4318254,HDMU,93a5157c-ea5e-491c-9353-82a715f5f4e9,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM69770400,,2021-07-30 21:00:04.19512,2021-07-30 21:31:41.83889,f,f
74,KOCU4178194,HDMU,80ace9e5-d0f9-4f90-95f5-0d075e94d15c,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM69770400,,2021-07-30 21:00:04.212178,2021-07-30 21:31:48.289996,f,f
88,TRLU7202269,COSU,c8587f4a-55ca-4812-b286-03bda9d623b9,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6305139840,,2021-07-30 21:00:04.41197,2021-07-30 21:32:33.694408,f,f
90,TCLU5847568,CMDU,4cf9aac9-d10f-469b-bcb4-453ac05601ae,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,CMDUCFA0422622,,2021-07-30 21:00:04.443904,2021-07-30 21:32:40.398197,f,f
97,SEGU5802374,HDMU,5c09dfa4-8949-4563-bdbd-c9c4a9b88738,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM39168700,,2021-07-30 21:00:04.537749,2021-07-30 21:33:02.467666,f,f
99,TRHU4177333,ONEY,30715877-99ed-4cba-9ef9-0911b36483d3,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTB97892400,,2021-07-30 21:00:04.555241,2021-07-30 21:33:08.949156,f,f
100,KKFU7928885,ONEY,136468ff-91fa-48c1-8ba2-5a0b0f37d338,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTB97892400,,2021-07-30 21:00:04.563393,2021-07-30 21:33:12.174394,f,f
102,NYKU4369465,ONEY,47d44435-f3e6-4c00-bc00-377765dea37f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTB97892400,,2021-07-30 21:00:04.580823,2021-07-30 21:33:18.64439,f,f
104,SEGU4990765,ONEY,1a1cb95c-6d86-4392-8679-8af364645a06,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTB979050600,,2021-07-30 21:00:04.604475,2021-07-30 21:33:25.082465,f,f
107,SEGU6093421,CMDU,55fb16b1-0394-4977-bcaa-2227f23d90d8,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,CMDUCFA0423976,,2021-07-30 21:00:04.66723,2021-07-30 21:33:34.882083,f,f
108,TCNU2664600,CMDU,4fdde21c-1d8d-4e0f-bbd1-4d47b4b0c07b,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,CMDUCFA0423976,,2021-07-30 21:00:04.675647,2021-07-30 21:33:38.14209,f,f
127,EGHU9785833,EGLV,d988a206-1737-479b-ac43-8a6889701fd2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312002,,2021-07-30 21:00:04.881842,2021-08-02 22:53:51.702838,f,f
129,TRHU5681610,EGLV,f2ddb428-8249-4845-97e8-e4de19765d67,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312304,,2021-07-30 21:00:04.907953,2021-08-02 22:53:55.406208,f,f
204,TCNU6502892,ONEY,ecf581d8-5d57-4c8f-a576-82beba44c5cb,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14471600,,2021-08-03 21:00:04.139783,2021-08-03 21:30:06.947484,f,f
206,KKFU7755028,ONEY,1252ae83-4b31-4d35-aaf1-ecea206fcf51,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14471600,,2021-08-03 21:00:04.157695,2021-08-03 21:30:13.579353,f,f
229,CSLU1532443,COSU,9d59a204-24b9-4b2b-b162-b6620ba86dab,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6308021130,,2021-08-03 21:00:05.086161,2021-08-03 21:31:29.006448,f,f
203,CAIU8967196,MEDU,6e86ae87-694b-4b4d-a595-8eab84af35e7,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUKA852244,,2021-08-03 21:00:03.999783,2021-08-03 21:30:03.382348,t,t
313,CBHU5520060,COSU,fffdc37a-b5b9-4c85-80cd-d0b4eec2ab60,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306929140,,2021-08-11 21:00:05.26704,2021-08-11 21:30:10.740378,f,f
56,HMMU6044428,HDMU,43c92ed7-03ae-4185-85de-94b646af5cc9,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM74157100,,2021-07-30 21:00:04.017445,2021-07-30 21:30:50.483442,t,t
256,TRHU4736473,COSU,9ea0f384-3857-4c72-b603-214d673490b3,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6307881700,,2021-08-05 14:00:04.727473,2021-08-05 14:30:20.189023,f,f
258,FSCU8535820,COSU,f3d62f9b-23ad-4635-baeb-5eeacffd2312,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306451410,,2021-08-05 14:00:05.016172,2021-08-05 14:30:27.427759,f,f
260,CCLU7771758,COSU,0d3620b4-ba91-466d-afae-05656c013f1d,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306451410,,2021-08-05 14:00:05.036586,2021-08-05 14:30:34.404908,f,f
262,TCLU6756170,ONEY,7a114caf-6caa-42a7-b0ce-22683e7cee50,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB1679860,,2021-08-05 14:00:05.282724,2021-08-05 14:30:41.436306,f,f
263,CBHU9131549,COSU,a3ad6cc2-782a-4252-9884-9ef08e413cbc,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306941840,,2021-08-05 14:00:05.291174,2021-08-05 14:30:44.683896,f,f
58,KOCU4727801,HDMU,87aae42d-ea88-46c3-9fe5-656eafa30026,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM51641300,,2021-07-30 21:00:04.034403,2021-07-30 21:30:56.925086,t,t
61,KOCU4106907,HDMU,d1d9c8ef-afd8-4e51-a1c6-1d357027c3b7,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM62025300,,2021-07-30 21:00:04.062092,2021-07-30 21:31:06.649374,t,t
134,SEGU5332711,ZIMU,e0776083-511c-4fa5-b35a-204949d077fb,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUHAI80035104,,2021-07-30 21:00:04.969958,2021-07-30 21:35:00.522377,t,t
314,DFSU6265799,COSU,32ca06ed-20a2-475e-b143-baedc16f53c6,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306929140,,2021-08-11 21:00:05.276012,2021-08-11 21:30:14.433836,f,f
315,BMOU6596840,ONEY,4624844d-1f36-435c-94ac-e64baa732b43,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYSRGB36918500,,2021-08-11 21:00:05.408747,2021-08-11 21:30:19.270588,f,f
199,KKTU7887918,ONEY,d7d86c23-b74f-463a-8a7e-c517c302b1ef,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB15258300,,2021-07-31 21:00:05.047389,2021-07-31 21:33:58.669675,t,t
149,NYKU4803864,ONEY,bca877e6-5ca3-42cb-91d0-41bccd081a13,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYPNHB19439900,,2021-07-30 21:00:05.225028,2021-07-30 21:35:49.093395,t,t
137,KOCU4193389,HDMU,69e3380f-0e64-4a71-8ee1-6eddcfbcf42c,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM45496500,,2021-07-30 21:00:05.090733,2021-07-30 21:35:10.092082,f,f
138,BSIU9161111,HDMU,ba89d698-7482-4ab3-a2cc-979aea8c7a07,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM66097400,,2021-07-30 21:00:05.111,2021-07-30 21:35:13.316378,f,f
140,CAIU7468931,HDMU,2f22413b-4676-4ff1-b7ff-89e48450c91d,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM90490600,,2021-07-30 21:00:05.127813,2021-07-30 21:35:19.813279,f,f
142,CAIU4564870,HDMU,a473a3c2-f1c4-4d8a-80e3-63129e62ead2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM90490600,,2021-07-30 21:00:05.144545,2021-07-30 21:35:26.384381,f,f
144,NYKU4108477,ONEY,76540c1a-5695-43a0-88af-d1c27abc2945,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA1697700,,2021-07-30 21:00:05.162311,2021-07-30 21:35:32.863084,f,f
145,FFAU1843825,ONEY,b76b3e13-de7c-4f61-af0a-3f301f6fe2a6,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA1697700,,2021-07-30 21:00:05.171414,2021-07-30 21:35:36.098521,f,f
147,KKFU7923775,ONEY,6be435f7-4993-4f73-859a-44c45e3a58a4,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA1697700,,2021-07-30 21:00:05.18923,2021-07-30 21:35:42.613409,f,f
160,TGBU8751446,COSU,d96739c4-107b-4d90-b6ba-f1380c13d01f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6884764830,,2021-07-30 21:00:05.411507,2021-07-30 21:36:26.446056,f,f
163,TLLU5474821,ONEY,95eb75c8-4da4-47d1-85df-2c72a269936b,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA7916700,,2021-07-30 21:00:05.482073,2021-07-30 21:36:36.166081,f,f
165,TCLU4999550,HDMU,a3821a2c-3b15-4738-b033-6ef2f0ac1789,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM08567700,,2021-07-30 21:00:05.521736,2021-07-30 21:36:42.665978,f,f
167,GAOU6340626,HDMU,76c70fec-9ca9-4885-8e21-8a5e02e1976a,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM08567700,,2021-07-30 21:00:05.539919,2021-07-30 21:36:49.256463,f,f
168,TCNU8925527,MEDU,336ede95-b1d6-41c2-aa71-abd1f1b85200,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUCP391013,,2021-07-30 21:00:05.555663,2021-07-30 21:36:54.304617,f,f
182,FDCU0634690,ONEY,dd7f6ad3-0695-4ccf-8ba6-a2122095b25c,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYPNHB22468500,,2021-07-30 21:00:05.698934,2021-07-30 21:37:38.632248,f,f
184,TCNU7773775,ONEY,de71c3a6-2969-4618-9415-aa7784091fb2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYPNHB22468500,,2021-07-30 21:00:05.715961,2021-07-30 21:37:45.301995,f,f
186,MSMU5139314,MEDU,a885c61d-83fe-4cbb-a103-c279e9d2c7af,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUCP454993,,2021-07-30 21:00:05.80151,2021-07-30 21:37:51.930296,f,f
187,FFAU1245525,MEDU,27ed0b0c-cd3c-4730-a816-f5498c75e15d,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUCP454993,,2021-07-30 21:00:05.810326,2021-07-30 21:37:55.141065,f,f
71,KOCU4614169,HDMU,88c8a473-8b78-4f64-b84d-23c9c69f3cf1,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM69770400,,2021-07-30 21:00:04.186308,2021-07-30 21:31:38.439193,f,f
73,KOCU4118050,HDMU,05cf2bdd-644a-467b-97b0-2b5b2ebbcc62,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM69770400,,2021-07-30 21:00:04.203679,2021-07-30 21:31:45.075369,f,f
87,TCKU6188160,COSU,5d978e5b-f52d-4a7b-8016-b187d09544dc,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6305139840,,2021-07-30 21:00:04.403554,2021-07-30 21:32:30.481341,f,f
89,CMAU5234855,CMDU,d4c9cdc6-95cf-45b7-9841-2f2bc7f07e07,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,CMDUCFA0422622,,2021-07-30 21:00:04.434839,2021-07-30 21:32:37.092098,f,f
96,CAIU9968345,HDMU,3b5c0f8a-6620-4bcc-ad2b-f47e0d4c7304,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM39168700,,2021-07-30 21:00:04.528881,2021-07-30 21:32:59.210316,f,f
98,HMMU6010407,HDMU,caac448e-3745-40dd-81ef-7c7836d6d431,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM39168700,,2021-07-30 21:00:04.546498,2021-07-30 21:33:05.710239,f,f
101,CRSU9367040,ONEY,17e44ad6-6471-495f-af90-94aa0f1cd441,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTB97892400,,2021-07-30 21:00:04.572153,2021-07-30 21:33:15.426995,f,f
103,TCLU9689250,ONEY,a522445d-5e70-42c9-b7f9-47f8afa74c0a,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTB97892400,,2021-07-30 21:00:04.588991,2021-07-30 21:33:21.865928,f,f
105,FCIU9285028,ONEY,1504e639-d6fc-4f90-adba-10a070ed6905,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTB979050600,,2021-07-30 21:00:04.612997,2021-07-30 21:33:28.307905,f,f
136,KOCU4919070,HDMU,9c66c817-1cf1-499e-a416-abf667c45244,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM45496500,,2021-07-30 21:00:05.081767,2021-07-30 21:35:06.876841,f,f
139,CAIU7667960,HDMU,4ff77994-176d-4669-901b-05d5fe04b6dc,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM66097400,,2021-07-30 21:00:05.119569,2021-07-30 21:35:16.554805,f,f
141,TCNU7229890,HDMU,d58ac2bc-2692-40e1-8e46-a5b6ad1cc38c,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM90490600,,2021-07-30 21:00:05.13636,2021-07-30 21:35:23.128671,f,f
143,TCNU5069068,HDMU,f731928d-1a1e-4f2c-b10e-ec4c7119250d,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM90490600,,2021-07-30 21:00:05.152797,2021-07-30 21:35:29.623061,f,f
146,TCLU9826500,ONEY,28f2e12a-d74b-46be-a8fe-5fb53927a04b,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA1697700,,2021-07-30 21:00:05.180237,2021-07-30 21:35:39.346123,f,f
148,GESU6557620,ONEY,25096075-ef93-4954-bf13-55c0433e5f1d,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA1697700,,2021-07-30 21:00:05.197928,2021-07-30 21:35:45.841832,f,f
162,TRHU4358054,ONEY,93a3ab97-8f8e-4b8f-a989-4858d46ae004,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA7916700,,2021-07-30 21:00:05.472872,2021-07-30 21:36:32.911087,f,f
164,TLLU5457470,ONEY,b78c93e4-6897-4b66-be15-748f277cc023,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA7916700,,2021-07-30 21:00:05.491541,2021-07-30 21:36:39.392922,f,f
166,CAIU9970194,HDMU,8ffc1c8d-38f2-4b54-8c33-821244688239,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM08567700,,2021-07-30 21:00:05.531261,2021-07-30 21:36:45.888437,f,f
169,DRYU9456988,ONEY,a72cff9b-e660-4ef1-bff0-9ec560a32c75,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYALYB04700700,,2021-07-30 21:00:05.569305,2021-07-30 21:36:57.522356,f,f
183,TCNU4863643,ONEY,292c8b9b-23d5-4f0a-80a2-3d72f40ab7de,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYPNHB22468500,,2021-07-30 21:00:05.707714,2021-07-30 21:37:41.962534,f,f
185,TCNU5516422,ONEY,4bdd20e9-819c-416b-b771-b4b78286cdd6,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYALYB04845300,,2021-07-30 21:00:05.756329,2021-07-30 21:37:48.55859,f,f
63,KOCU5089851,HDMU,32de47d5-2ca4-445a-8bc3-acf7aed34fa9,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HDMUJKTM12646200,,2021-07-30 21:00:04.118784,2021-07-30 21:31:13.125747,t,t
77,FFAU1812974,ONEY,9fe1ed46-2313-43ac-b613-c81c474d8d6b,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYSRGB30650600,,2021-07-30 21:00:04.273259,2021-07-30 21:31:57.701171,t,t
133,TCNU4554285,ZIMU,c3fecdf3-12dc-4864-8d7c-7657219d88d6,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ZIMUHAI80035104,,2021-07-30 21:00:04.960934,2021-07-30 21:34:57.29323,t,t
189,FFAU1676538,MEDU,30d53e84-9d46-4038-b374-125023f500db,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUKA852228,,2021-07-31 21:00:03.988034,2021-07-31 21:33:26.004093,t,t
190,MSDU7646245,MEDU,b9d32433-83b3-4213-89f6-fa565e8bf138,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,MEDUKA852228,,2021-07-31 21:00:03.996659,2021-07-31 21:33:29.232437,t,t
159,NYKU4425050,ONEY,9275b488-6ca8-4dc1-aa15-1ac318691cb2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYJKTBA5730600,,2021-07-30 21:00:05.390953,2021-07-30 21:36:23.112113,t,t
154,CBHU9161733,COSU,a560370e-9268-45f1-891b-894d1a116416,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6304334090,,2021-07-30 21:00:05.268068,2021-07-30 21:36:05.683721,t,t
156,SEGU4686032,COSU,04c9201a-a3d2-4c0d-98e6-9b290d075a55,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6304334090,,2021-07-30 21:00:05.286045,2021-07-30 21:36:12.720183,t,t
150,TCNU6423598,ONEY,b0d47c31-fe4c-4a9d-bd0c-4bd44070da09,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYPNHB19439900,,2021-07-30 21:00:05.233968,2021-07-30 21:35:52.374022,t,t
153,CAIU9323520,ONEY,ece197fb-a2a1-4fe2-a73a-0da018c9268a,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYPNHB19439900,,2021-07-30 21:00:05.25956,2021-07-30 21:36:02.190487,t,t
